timestamp,pair,price_spread,volatility,gas_cost,gas_price_gwei,liquidity_score,profit,trade_size,gross_profit,network_congestion
2025-06-19 21:11:39,WBTC/WETH,0.001545118637198295,0.029159564319390912,0.08174565249653264,28.304973704919703,1.0,1.4633729847017625,1000,1.545118637198295,high
2025-06-19 21:16:39,LINK/WETH,0.0007550043878997131,0.026091110201688018,0.08688472966316872,28.19191568300998,1.0,0.6681196582365444,1000,0.7550043878997131,high
2025-06-19 21:21:39,WBTC/WETH,0.0008935253947986638,0.02595414051066112,0.09114505604778439,28.075581004051145,1.0,0.8023803387508794,1000,0.8935253947986638,high
2025-06-19 21:26:39,WETH/USDT,0.0004663362791018019,0.027991381503966087,0.0790878928220278,27.95601620036366,0.9949432936908762,0.38529018492167516,1000,0.4663362791018019,high
2025-06-19 21:31:39,WETH/USDC,0.001199149485661742,0.022781265230700006,0.11011816710042441,27.833269096274833,1.0,1.0890313185613176,1000,1.199149485661742,high
2025-06-19 21:36:39,WETH/USDC,0.0014636244846477479,0.048498510033474954,0.1140109812825034,27.707388788989693,1.0,1.3496135033652445,1000,1.463624484647748,high
2025-06-19 21:41:39,WETH/USDC,0.0010397555813713578,0.02413710259678239,0.07501102992937252,27.578425628952772,0.9777762830995254,0.9433043416494632,1000,1.0397555813713577,high
2025-06-19 21:46:39,WBTC/WETH,0.0013342579191634868,0.03290537603319829,0.07076295472199465,27.44643119970859,0.8570468334063865,1.0828743582994957,1000,1.3342579191634867,high
2025-06-19 21:51:39,LINK/WETH,0.0006907225531973593,0.033143448041229276,0.09693358841366431,27.31145829726896,0.9975908873326063,0.592358460266876,1000,0.6907225531973593,high
2025-06-19 21:56:39,WETH/USDT,0.0007699558978787149,0.024187573335352028,0.07441141788613347,27.173560908995228,1.0,0.6955444799925814,1000,0.7699558978787149,high
2025-06-19 22:01:39,LINK/WETH,0.0010654243527526022,0.025094869539175967,0.07433584206491474,27.032794192004104,0.9578600722455929,0.9493241124490853,1000,1.0654243527526022,high
2025-06-19 22:06:39,WETH/USDC,0.0014236796897353463,0.029378161473320587,0.09713514798147427,26.889214451105513,1.0,1.3265445417538722,1000,1.4236796897353463,high
2025-06-19 22:11:39,WETH/USDC,0.0018204726443334695,0.033125630475642584,0.08538165047522346,26.74287911628145,1.0,1.7350909938582462,1000,1.8204726443334696,high
2025-06-19 22:16:39,WETH/USDC,0.0010656627509148617,0.02602998616086678,0.08191826433531192,26.593846719714733,1.0,0.9837444865795498,1000,1.0656627509148617,high
2025-06-19 22:21:39,WETH/USDC,0.0013202612327277217,0.025713059963451648,0.058454801392518144,26.442176872376912,1.0,1.2618064313352035,1000,1.3202612327277217,high
2025-06-19 22:26:39,WETH/USDC,0.0014216069117646214,0.03264645683027547,0.08430576611423063,26.287930240184686,0.977495691898373,1.3072061086440159,1000,1.4216069117646215,high
2025-06-19 22:31:39,WETH/USDT,0.002510699488075942,0.02733822219533907,0.112819030867523,26.131168519734338,1.0,2.397880457208419,1000,2.510699488075942,high
2025-06-19 22:36:39,WETH/USDT,0.0012344849435068517,0.02771793617912739,0.07072544665478565,25.97195441362392,1.0,1.163759496852066,1000,1.2344849435068517,high
2025-06-19 22:41:39,WETH/USDC,0.002236872558916827,0.026813925659342326,0.07297607171679402,25.81035160537305,0.9583849940252483,2.0738459219564596,1000,2.236872558916827,high
2025-06-19 22:46:39,WBTC/WETH,0.0018386740682621865,0.02873870994758691,0.1118586620682371,25.646424733950354,1.0,1.7268154061939494,1000,1.8386740682621865,high
2025-06-19 22:51:39,LINK/WETH,0.0031226593912744537,0.02563663384251052,0.08672906208414591,25.480239367918735,0.8410631691090027,2.553409183862938,1000,3.122659391274454,high
2025-06-19 22:56:39,LINK/WETH,0.002411788171742287,0.030692557050464774,0.06934487473203234,25.311861979208835,0.9292139316299695,2.176630945635167,1000,2.4117881717422867,high
2025-06-19 23:01:39,WETH/USDC,0.0028465288614791667,0.02671570942644763,0.07272887902930793,25.14135991653113,0.7508770387998548,2.0827827170450393,1000,2.846528861479167,high
2025-06-19 23:06:39,WBTC/WETH,0.002534429830468479,0.027967801843605224,0.07410121045210058,24.96880137843737,1.0,2.4603286200163788,1000,2.534429830468479,medium
2025-06-19 23:11:39,WETH/USDT,0.0028343915366060386,0.030622693786784783,0.09851552193807213,24.794255386042032,0.9328037091030877,2.5520352941284523,1000,2.8343915366060384,medium
2025-06-19 23:16:39,LINK/WETH,0.002550735783445065,0.03746963492293699,0.06930116876848061,24.617791755414828,0.8259386520714779,2.049512760849485,1000,2.5507357834450652,medium
2025-06-19 23:21:39,WBTC/WETH,0.0025718079076534595,0.0255564949011937,0.07356497329449414,24.439481069655198,0.8777720488313526,2.1928878189707195,1000,2.5718079076534597,medium
2025-06-19 23:26:39,LINK/WETH,0.00252703326119924,0.02955541994164684,0.08696951043287854,24.259394650659996,0.9612792328196812,2.3455826103678015,1000,2.52703326119924,medium
2025-06-19 23:31:39,WETH/USDT,0.003898932669604895,0.027848348544711105,0.07351225945479468,24.0776045305957,0.8787979634110414,3.361771665630939,1000,3.898932669604895,medium
2025-06-19 23:36:39,WBTC/WETH,0.0029476968904588296,0.026633485651590506,0.04853805074073623,23.894183423086506,0.8322711115955004,2.4128861502240984,1000,2.9476968904588294,medium
2025-06-19 23:41:39,WETH/USDC,0.0029619020238837316,0.029550143043742916,0.0680487658548052,23.709204694129827,1.0,2.8938532580289267,1000,2.9619020238837317,medium
2025-06-19 23:46:39,WETH/USDC,0.0034103893945080796,0.02313259279443095,0.07929440158250124,23.522742332750898,0.9454982157479715,3.149544372298136,1000,3.4103893945080794,medium
