timestamp,price_spread,volatility,gas_cost,liquidity_score,profit,regime
2025-01-01 00:00:00,0.0023936793898692364,0.009129425537759533,0.007781807840537869,0.6248415773482662,10.784038191113586,1
2025-01-01 00:15:00,0.004649714412230651,0.03503557475158312,0.009327140538109395,0.44385504374493545,19.649297275641995,1
2025-01-01 00:30:00,0.001998960264064647,0.0034422299255394153,0.005456379599166644,0.3872551203699738,8.437200203899685,1
2025-01-01 00:45:00,0.004365176867483529,0.007220291550331277,0.00764679252074353,0.5079758333820684,21.281117262178523,1
2025-01-01 01:00:00,0.0010052844807180977,0.005800908425853984,0.007546642721541165,0.8051227856874404,2.004853929083875,1
2025-01-01 01:15:00,0.002970060094213139,0.007341108959092286,0.0062668435804089494,0.34808833511580844,11.073958890839856,1
2025-01-01 01:30:00,0.0028133538079790506,0.0021813469463126743,0.008278942128014923,0.6550097352471481,14.528585449508965,1
2025-01-01 01:45:00,0.0011399098306866505,0.00782407083207746,0.009883492951918269,0.7263833877414941,1.5917181190244545,1
2025-01-01 02:00:00,0.0009366065293115572,0.01689896777486126,0.009041063392936668,0.5978582308493159,0.650681173066554,1
2025-01-01 02:15:00,0.000801047048211347,0.00976301191712374,0.007520247626756759,0.5765390593805341,0.0326119509182306,1
2025-01-01 02:30:00,0.002951088523363256,0.0063906613337630985,0.010492802515395257,0.7738677208779795,15.494039949659207,1
2025-01-01 02:45:00,0.001620841964888904,0.005578141939084274,0.010939392582649218,0.6821955339900886,4.070700774941479,1
2025-01-01 03:00:00,0.0013988526118012786,0.014087491475385834,0.008592279401051875,0.5854433454943163,3.4822611651726616,1
2025-01-01 03:15:00,0.0031497723935742508,0.0020649547635863907,0.008543679447043158,0.46485602676548843,13.930742421121897,1
2025-01-01 03:30:00,0.0009146857837815253,0.005570576927486144,0.007492549391858669,0.6107298782563663,1.3846176416484763,1
2025-01-01 03:45:00,0.0004258455742984131,0.004119085798624324,0.0073545007821474604,0.5179598004938224,-1.5346716114516985,1
2025-01-01 04:00:00,0.0020217636415175997,0.002900612949922053,0.00788176890120733,0.26884521561311,5.451765306381572,1
2025-01-01 04:15:00,0.0017456390277852233,0.0032662592101036936,0.013093160101283051,0.531184844579554,3.3135283586210758,1
2025-01-01 04:30:00,0.0036202127588809653,0.013027489284923161,0.009298268018236704,0.9291340034367088,25.46911529403081,1
2025-01-01 04:45:00,0.0006870618941603256,0.008937784045945835,0.007143351012690221,0.3264361315542444,-0.7741860699844412,1
2025-01-01 05:00:00,0.000739177710570517,0.0014794441343927895,0.010907257819841722,0.551769392874842,-2.055039894392864,1
2025-01-01 05:15:00,0.002952962159704253,0.008101323606865081,0.006254296567692617,0.29676244393421874,9.855180430232606,1
2025-01-01 05:30:00,0.002025190485749753,0.004295676158116439,0.009354019238687198,0.634615781893128,7.448044945257742,1
2025-01-01 05:45:00,0.0009338814169542264,0.022882305001775058,0.00838037180050692,0.7783312659332009,1.081659013116852,1
2025-01-01 06:00:00,0.005422075519778427,0.002539498673080245,0.008795217658474406,0.32070591474439086,21.35883989901882,1
2025-01-01 06:15:00,0.0032453951404038993,0.008400443055872574,0.00868847753927441,0.7241499189898494,18.531543340460676,1
2025-01-01 06:30:00,0.0015690971963520982,0.009973343857364831,0.008564895549323444,0.38270973830030514,3.761406860807403,1
2025-01-01 06:45:00,0.0026119128358470557,0.00024616481080688615,0.006739663719273081,0.3492826262425747,10.142128643640318,1
2025-01-01 07:00:00,0.0013945025259693507,0.026355234573318898,0.00922799354212556,0.6907429918773439,3.6703882143564415,1
2025-01-01 07:15:00,0.0007950606810600568,0.003811462314307171,0.0059089733172564924,0.8535341538052207,3.103251388656478,1
2025-01-01 07:30:00,0.0007662041294056971,0.04610569747846317,0.008249780243736286,0.8255764129939701,-0.22297169820256452,1
2025-01-01 07:45:00,0.0034923265635235534,0.0034756208426709517,0.00987693214683155,0.5977723646388882,16.106490114020826,1
2025-01-01 08:00:00,0.0024239347891307317,0.010497190748878003,0.01728757161914743,0.6312105396246744,5.277453626664285,1
2025-01-01 08:15:00,0.0008547978107475363,0.00036604104210857,0.007629923509904029,0.9735298776332576,1.0891929759830714,1
2025-01-01 08:30:00,0.0011286297094694573,0.007386535882790157,0.009946608721592382,0.38024365726165205,1.3203404569252433,1
