price_spread,volatility,gas_cost,liquidity_score,profit
0.0034967141530112327,0.010805466418373426,0.010039081846775003,0.6582550162140965,2.279365433360023
0.0028617356988288154,0.00502334676551649,0.015466019331806797,0.40448565680334847,1.7412570101632694
0.0036476885381006925,0.0025536078309129364,0.009236731072467237,0.0899846184669437,1.5636467438649038
0.004523029856408026,0.008238171597248649,0.022615507487224046,0.4923478082795042,2.1465393219624276
0.002765846625276664,0.05726242245382299,0.01206471766114829,0.492102181050174,1.8734448659021696
0.0027658630430508193,0.007807676057629488,0.0077325433059262285,0.7214430516070467,2.6276714857460544
0.004579212815507392,0.01462905611520304,0.00725229045337029,0.3887765605028095,3.444746661649167
0.003767434729152909,0.024281739537617097,0.011557410322085125,0.4238797584174901,1.8603111881290952
0.002530525614065048,0.009039489979339246,0.009351588831773382,0.3229069250889747,1.4649991484418003
0.003542560043585965,0.07135596276583399,0.012388705877333506,0.42568686086596436,1.7409799519791702
0.002536582307187538,0.06564019729082796,0.011525435555076242,0.44400682005844744,1.3095204183151485
0.0025342702464297433,0.005801225899844106,0.009783882796327716,0.647810441052067,1.5525552394813527
0.003241962271566034,0.013753185569276944,0.007756622367906959,0.6250411173500429,1.8067275121743656
0.001086719755342202,0.007158609201580936,0.006347943648572457,0.6381773169986373,0.8541449455403889
0.0012750821674869673,0.006704993527621634,0.008746298719336824,0.18781123318114346,0.32184534887105937
0.002437712470759027,0.0007516895553104507,0.01292941219626099,0.39650338611692504,1.685001185635603
0.001987168879665576,0.018809841419651863,0.01066335626954597,0.34166265174316024,-0.001619367437067587
0.003314247332595274,0.01397039265659277,0.006881684481332526,0.4920429402189727,2.117482799189326
0.002091975924478789,0.0010570217476078495,0.010533275809109996,0.8291013800643788,1.2969829978918506
0.0015876962986647086,0.006532518420207387,0.01122541391024822,0.32315296213354056,0.06559962222725385
0.004465648768921554,0.04777721902178681,0.00767085331007044,0.3164414389808193,3.616295608889662
0.0027742236995134642,0.005477211042841541,0.010471974827123606,0.4719933531187205,1.7273757755796908
0.003067528204687924,0.0031306172197093952,0.010176159784094948,0.3840314003297654,2.1290402167551137
0.0015752518137865433,0.013445442189472726,0.007097155029285223,0.3462914929572689,0.5267532044911674
0.0024556172754748177,0.08488073965230519,0.011133084949032474,0.5317865219425646,1.4169520623078091
0.0031109225897098663,0.005542896271194524,0.011832150569026912,0.4977031492554562,1.536435680189935
0.0018490064225776973,0.022303100205945867,0.013839135245095405,0.27620396822803417,0.8022331324415444
0.003375698018345672,0.028677752524789258,0.013718231418128652,0.11848526999824018,1.9464528667912953
0.002399361310081195,0.0054266634467161155,0.006614632778732828,0.8432421032435382,1.8154163440056719
0.002708306250206723,0.026054978569846322,0.007547659996775709,0.3337294198779564,3.2385036703743193
0.002398293387770603,0.009170455985286081,0.011670866259584422,0.8783461558061285,0.67765453451215
0.0048522781845089374,0.020010074954635425,0.011666492898168823,0.833310535506134,4.379920029212199
0.002986502775262066,0.020076756542752764,0.011670909742152832,0.5900401844698371,0.48973612252209664
0.0019422890710440997,0.015347704999046976,0.03176625428077976,0.21640417052565772,-2.2735246844933483
0.003822544912103189,0.0018925831762324193,0.011868077661757055,0.28453978344303515,2.015417107083698
0.0017791563500289779,0.03607289588492594,0.014058887879225535,0.49197242548432113,-0.2154966205310439
0.0032088635950047553,0.0077362058733479325,0.01331359404719759,0.30619410760860216,1.979355089354421
0.0010403298761202245,0.00412864213215113,0.012158183332584652,0.42986855130629364,-0.030567325054006528
0.0016718139511015695,0.0008325951958869041,0.009097542477216078,0.08561650199179172,0.6346490691937795
0.0031968612358691238,0.01787556809189167,0.01255696961379447,0.7154924002154065,1.8662252911084463
0.0037384665799954104,0.022637034685346977,0.007930670057686311,0.5395483344251729,3.2092819546926097
0.0031713682811899705,0.0003345389511694124,0.00931419435178775,0.39044499370898994,2.656560784821566
0.0028843517176117594,0.014352611690989767,0.008644955992826489,0.9269517835936619,1.3565866102742312
0.002698896304410711,0.005136482941099153,0.010248663786665113,0.32602848338086976,1.4930844401276981
0.0015214780096325727,0.02072248683095384,0.020025023430098265,0.9148852261225633,-0.5158192448337591
0.0022801557916052916,0.003832084450782675,0.00571106508026432,0.15510540107631962,1.9517072818590864
0.0025393612290402125,0.023484250551354384,0.012286033754168637,0.09799926458993052,0.9244242824866133
0.004057122226218916,0.009779174019622036,0.006164273775080793,0.7512351145722883,3.3960842609140016
0.0033436182895684617,0.05520687635608614,0.008679861160907824,0.32954407208819475,2.490623990741258
0.001236959844637266,0.002958888268785579,0.013863649517948232,0.561059538577808,-0.501640158887322
0.003324083969394795,0.008342648679903435,0.010194711431512465,0.7003526844307485,1.9404552512696058
0.0026149177195836835,0.0024088857007399283,0.007237397349211033,0.7691909102426698,1.9405508734812476
0.0023230779996940413,0.051723807943014476,0.008068712920977593,0.31883510970547385,1.4510341346026778
0.003611676288840868,0.04196667414321988,0.012261501784632662,0.521971713198443,2.6357648700879177
0.004030999522495951,0.0059665474012297786,0.008032333660463364,0.5102365673151695,2.701136796127117
0.003931280119116198,0.02157525478087829,0.010670924110617113,0.0835007335542823,2.6888469441150935
0.0021607824767773615,0.03398968145278443,0.010137654349921116,0.5459776881867533,1.0324090160084538
0.0026907876241487856,0.016202647213730163,0.008224397064300877,0.6790032636997148,2.275279871780501
0.003331263431403564,0.015085588203878921,0.019025274267212008,0.6728496387889205,0.9585291173984121
0.003975545127122359,0.005537540908758063,0.012094620895755541,0.6069340798731534,2.883409040124348
0.00252082576215471,0.0019545228094988145,0.005446876455789284,0.6152676482360973,2.102515870344725
0.002814341023336183,0.04550246450389046,0.01057530311020246,0.6929400634604866,2.5800093336559238
0.0018936650259939718,0.046135488552968534,0.008199303023827398,0.313461092275871,0.5701900414581015
0.0018037933759193292,0.020053398389657695,0.012914040023500656,0.8794582913179881,0.18377271451051658
0.003812525822394198,0.008280930196226478,0.007883948613625402,0.722902114946546,2.5554531199199975
0.004356240028570823,0.008591352316232878,0.009661647289541046,0.3915969376593922,2.5551857135825182
0.002927989878419666,0.025889308594542363,0.011635738612474541,0.36971196161493947,2.6467594843035713
0.004003532897892024,0.04548194698214505,0.012965755003161559,0.4213421643974847,2.0862067821013075
0.0033616360250476344,0.04362265138793227,0.006976142899735544,0.6126747882401022,2.255869030546657
0.0023548802453948756,0.030271243838618067,0.009045204450013904,0.749298018815826,2.108243054534565
0.003361395605508414,0.0205462138713541,0.008672017820531437,0.88571265575364,1.6176402999861628
0.004538036566465969,0.0017578345239216812,0.008220132459411828,0.3963140730161102,4.094199105168477
0.0029641739608900486,0.00352588429366823,0.01698314471880118,0.24448429480281875,0.5593473163390419
0.004564643655814007,0.045764610003550116,0.011291831704056341,0.341543517319129,4.058807853673167
0.0003802548959102557,0.01864987893931179,0.006850488110162678,0.29556620242658993,-1.3897327586264412
0.003821902504375224,0.0001847921122198882,0.013170028465079926,0.630088489003303,1.6281649497419
0.003087047068238171,0.0021399380287189865,0.01890132361395514,0.39267405525950044,0.9244535893632028
0.0027009926495341324,0.02178324774580482,0.013630700946919542,0.3600935855703929,1.823833899928546
