Date,Price,Volume,Spread,High,Low
2023-01-01,103.47965903006573,1679.7421599667327,0.0008382669336425009,104.3460891375826,102.73867166608687
2023-01-02,101.27694109268464,1836.6884196271849,0.0006703746790458166,102.1434529065824,101.06149136523692
2023-01-03,98.44762790493799,1955.0300562928564,0.000821384784420744,99.02419286214085,98.21770611028072
2023-01-04,97.47260755793394,2997.6214265131885,0.0016289039280823858,97.80747012701721,97.32077634440444
2023-01-05,95.47419512994277,1490.3129610048738,0.0011826620380390312,95.86304541497992,94.13807735933823
2023-01-06,91.55435930812324,2857.0814601708876,0.0011913555297926432,91.65416539296957,90.80345346710459
2023-01-07,91.89194771318854,2365.793230448655,8.452527297175719e-05,92.01888316808103,91.16423396690861
2023-01-08,91.72466462531973,4361.80150941231,6.91595106955057e-05,91.99367454025708,90.97624653800783
2023-01-09,93.15026475317865,1825.7132354675873,0.000887881278975909,95.96664518461029,92.61412917658592
2023-01-10,89.60424728113597,2116.9297309109975,0.0012722755203122876,89.94972582035476,88.81083475496797
2023-01-11,87.8520353809683,1905.4745304879577,0.0007970742731941274,88.49484207279795,87.13586222084064
2023-01-12,85.42580711519119,4976.356235049952,0.0007946878960254755,86.82130914602898,85.3985190392122
2023-01-13,89.13564083485399,5625.3561007476355,0.00019307980426480208,90.7772565789014,88.03088583113389
2023-01-14,87.60979504548285,4233.08540128432,0.001446792967016361,88.88235898211884,87.41442556964701
2023-01-15,88.45166996246734,3778.2045899465343,0.0013328590144956844,88.92349734693857,87.44779037809442
2023-01-16,93.00296271267847,2404.587023754758,0.0012091378257231525,93.16638364878922,92.61227776398181
2023-01-17,94.15615538890502,906.8573510362918,0.0005425982209060325,94.25930661581302,93.24967418249123
2023-01-18,95.19320166477627,3846.511699424813,0.0005981213925037659,95.6371678075487,93.9435565638363
2023-01-19,93.2605326530629,4393.563019082321,0.0004276405272107557,94.04791876888481,92.1540970981451
2023-01-20,95.44591880391489,4921.38088316496,0.0012219143091738082,96.73130418273301,93.98238960436665
2023-01-21,95.21333888959306,2692.335753438182,0.0023138349597442605,96.02437581673898,94.5289086541078
2023-01-22,96.74711558532276,2156.167026976746,0.0006606065653230526,96.8997760882454,96.65074167448883
2023-01-23,96.98320040799707,1925.608466562338,0.0008934702544829584,97.22541265375493,95.65207585400002
2023-01-24,95.52976335209061,3900.196149548357,0.0011762206010898452,97.05711362241067,94.86346615553282
2023-01-25,95.89967628882502,3935.8027658986985,0.0020195873991674614,96.20301773436545,95.86086437626834
2023-01-26,94.31991456093691,4266.861928515043,0.0014936310625380353,94.38332442131797,93.9328330158302
2023-01-27,91.9302880045321,6356.772924757807,0.00020043199493217782,92.08303513409714,91.38256407681402
2023-01-28,95.3823392163009,2821.4454967360302,0.0009705654160593245,95.71795123160977,93.25925476101092
2023-01-29,93.43052823186875,1357.473758068046,0.0009866741727807174,95.09961725391567,91.74072292587329
2023-01-30,90.86022025454704,2997.6808753423556,0.00035646851596523655,91.04096712506185,89.70161124797609
